DateTime,Open,High,Low,Close
2024-07-24 09:30,24449.10,24457.90,24437.90,24440.45
2024-07-24 09:31,24440.70,24445.15,24433.35,24443.60
2024-07-24 09:32,24444.90,24458.05,24444.60,24455.25
2024-07-24 09:33,24455.45,24478.20,24455.40,24476.95
2024-07-24 09:34,24476.10,24493.45,24476.10,24492.80
2024-07-24 09:35,24492.15,24503.25,24486.55,24494.65
2024-07-24 09:36,24495.10,24495.25,24480.40,24484.95
2024-07-24 09:37,24484.80,24484.80,24469.10,24470.40
2024-07-24 09:38,24470.85,24477.50,24440.20,24446.40
2024-07-24 09:39,24444.65,24444.65,24402.80,24402.80
2024-07-24 09:40,24402.10,24421.30,24396.60,24413.55
2024-07-24 09:41,24415.30,24423.70,24402.15,24422.55
2024-07-24 09:42,24422.35,24431.85,24411.95,24417.70
2024-07-24 09:43,24416.80,24420.75,24408.40,24418.10
2024-07-24 09:44,24417.80,24423.75,24406.15,24409.10
2024-07-24 09:45,24408.10,24417.60,24407.35,24413.20
2024-07-24 09:46,24411.80,24414.65,24393.30,24397.20
2024-07-24 09:47,24397.95,24407.90,24396.45,24397.15
2024-07-24 09:48,24396.65,24398.45,24380.70,24391.50
2024-07-24 09:49,24391.60,24392.15,24374.60,24375.40
2024-07-24 09:50,24373.90,24394.50,24373.90,24393.50
2024-07-24 09:51,24393.40,24399.60,24385.25,24388.00
2024-07-24 09:52,24385.85,24409.65,24385.85,24403.65
2024-07-24 09:53,24403.85,24433.35,24403.55,24422.15
2024-07-24 09:54,24424.50,24433.35,24413.80,24428.60
2024-07-24 09:55,24428.85,24460.20,24427.85,24459.00
2024-07-24 09:56,24458.90,24459.75,24443.55,24447.10
2024-07-24 09:57,24447.35,24448.75,24435.20,24441.85
2024-07-24 09:58,24441.80,24453.35,24438.40,24449.75
2024-07-24 09:59,24449.25,24462.95,24448.40,24462.95
2024-07-24 10:00,24462.90,24466.55,24453.15,24455.00
2024-07-24 10:01,24455.25,24466.00,24455.10,24459.05
2024-07-24 10:02,24460.00,24462.70,24449.45,24450.75
2024-07-24 10:03,24450.90,24455.00,24446.35,24447.50
2024-07-24 10:04,24446.70,24447.15,24428.40,24436.35
2024-07-24 10:05,24436.55,24446.65,24434.90,24441.90
2024-07-24 10:06,24440.45,24457.75,24437.60,24454.55
2024-07-24 10:07,24454.20,24454.20,24443.65,24444.20
2024-07-24 10:08,24443.85,24444.10,24432.55,24433.90
2024-07-24 10:09,24433.20,24449.05,24432.20,24443.85
2024-07-24 10:10,24446.10,24454.45,24443.00,24454.45
2024-07-24 10:11,24454.25,24454.25,24439.00,24440.65
2024-07-24 10:12,24440.55,24452.20,24439.85,24451.65
2024-07-24 10:13,24451.85,24453.10,24446.80,24447.70
2024-07-24 10:14,24448.20,24448.20,24438.20,24441.15
2024-07-24 10:15,24442.40,24451.10,24441.70,24447.95
2024-07-24 10:16,24447.35,24474.80,24446.80,24474.80
2024-07-24 10:17,24475.60,24485.35,24475.60,24482.35
2024-07-24 10:18,24481.10,24481.25,24466.65,24468.05
2024-07-24 10:19,24468.25,24469.75,24457.25,24462.00
2024-07-24 10:20,24461.75,24465.50,24456.70,24457.45
2024-07-24 10:21,24456.65,24460.40,24454.65,24457.30
2024-07-24 10:22,24456.75,24459.80,24454.30,24455.85
2024-07-24 10:23,24455.65,24457.80,24446.95,24451.70
2024-07-24 10:24,24450.80,24461.35,24450.40,24459.80
2024-07-24 10:25,24459.70,24461.80,24457.90,24459.20
2024-07-24 10:26,24459.05,24461.70,24447.90,24447.90
2024-07-24 10:27,24448.10,24448.10,24427.00,24431.65
2024-07-24 10:28,24431.80,24441.65,24414.15,24414.15
2024-07-24 10:29,24412.80,24419.30,24397.25,24400.65
2024-07-24 10:30,24401.15,24423.65,24401.15,24423.15
2024-07-24 10:31,24423.90,24429.85,24420.80,24427.05
2024-07-24 10:32,24427.25,24438.65,24424.70,24430.45
2024-07-24 10:33,24430.60,24443.60,24430.55,24437.95
2024-07-24 10:34,24438.35,24438.35,24426.50,24429.45
2024-07-24 10:35,24429.00,24430.20,24417.35,24418.35
2024-07-24 10:36,24419.40,24424.40,24417.20,24419.30
2024-07-24 10:37,24420.15,24429.35,24412.80,24414.25
2024-07-24 10:38,24414.90,24445.40,24413.40,24440.80
2024-07-24 10:39,24440.90,24447.80,24434.25,24440.90
2024-07-24 10:40,24440.70,24445.75,24438.50,24441.05
