DateTime,Open,High,Low,Close
2024-08-14 09:30,24135.30,24138.35,24114.90,24114.90
2024-08-14 09:31,24114.00,24127.25,24111.40,24127.25
2024-08-14 09:32,24127.40,24133.20,24122.45,24123.10
2024-08-14 09:33,24122.70,24127.75,24117.15,24127.75
2024-08-14 09:34,24128.50,24137.70,24128.50,24129.50
2024-08-14 09:35,24129.95,24135.90,24118.15,24130.10
2024-08-14 09:36,24130.85,24130.85,24100.15,24101.50
2024-08-14 09:37,24102.30,24119.15,24102.30,24117.35
2024-08-14 09:38,24117.40,24117.40,24108.40,24116.80
2024-08-14 09:39,24117.50,24122.15,24111.95,24117.85
2024-08-14 09:40,24119.20,24125.45,24115.55,24121.25
2024-08-14 09:41,24121.45,24128.15,24117.75,24123.55
2024-08-14 09:42,24123.65,24131.55,24114.80,24116.30
2024-08-14 09:43,24116.40,24126.35,24116.40,24125.30
2024-08-14 09:44,24125.10,24131.30,24123.85,24129.05
2024-08-14 09:45,24128.35,24164.25,24128.35,24150.50
2024-08-14 09:46,24150.10,24159.40,24145.75,24158.35
2024-08-14 09:47,24159.50,24174.40,24159.50,24167.70
2024-08-14 09:48,24167.30,24167.60,24161.05,24165.65
2024-08-14 09:49,24165.25,24165.50,24153.25,24156.60
2024-08-14 09:50,24157.05,24172.35,24156.35,24170.75
2024-08-14 09:51,24170.20,24170.40,24163.00,24163.20
2024-08-14 09:52,24162.95,24163.45,24148.80,24149.40
2024-08-14 09:53,24149.30,24151.05,24127.45,24128.65
2024-08-14 09:54,24127.80,24132.70,24114.25,24114.65
2024-08-14 09:55,24115.25,24119.75,24109.90,24116.25
2024-08-14 09:56,24116.40,24121.05,24113.80,24115.70
2024-08-14 09:57,24116.95,24121.60,24114.05,24115.50
2024-08-14 09:58,24115.90,24119.75,24110.95,24113.30
2024-08-14 09:59,24113.60,24117.90,24113.40,24113.40
2024-08-14 10:00,24113.30,24119.90,24113.30,24118.70
2024-08-14 10:01,24119.65,24131.60,24119.25,24129.40
2024-08-14 10:02,24128.90,24132.50,24124.85,24125.80
2024-08-14 10:03,24125.30,24133.20,24123.50,24131.35
2024-08-14 10:04,24131.95,24146.65,24131.25,24143.00
2024-08-14 10:05,24141.55,24145.25,24136.20,24138.35
2024-08-14 10:06,24138.55,24140.30,24136.75,24136.75
2024-08-14 10:07,24137.20,24138.65,24130.15,24133.60
2024-08-14 10:08,24133.55,24142.45,24133.55,24139.90
2024-08-14 10:09,24139.90,24142.40,24135.85,24141.65
2024-08-14 10:10,24141.80,24143.95,24138.20,24140.05
2024-08-14 10:11,24140.45,24148.85,24138.55,24146.30
2024-08-14 10:12,24145.95,24153.30,24142.95,24144.40
2024-08-14 10:13,24143.35,24148.25,24142.20,24148.25
2024-08-14 10:14,24147.15,24149.25,24146.45,24147.65
2024-08-14 10:15,24147.35,24153.65,24146.90,24152.35
2024-08-14 10:16,24151.05,24155.15,24138.20,24142.10
2024-08-14 10:17,24141.45,24153.25,24140.65,24151.15
2024-08-14 10:18,24150.05,24171.35,24149.95,24166.40
2024-08-14 10:19,24167.70,24169.65,24160.65,24161.55
2024-08-14 10:20,24161.55,24164.05,24159.30,24160.20
2024-08-14 10:21,24159.15,24159.65,24150.15,24150.70
2024-08-14 10:22,24150.15,24151.15,24145.20,24146.45
2024-08-14 10:23,24145.80,24152.25,24140.35,24149.60
2024-08-14 10:24,24149.50,24152.00,24147.85,24150.80
2024-08-14 10:25,24150.90,24151.10,24142.50,24144.70
