DateTime,Open,High,Low,Close,Strike
2025-09-24 11:00,76.00,79.80,75.45,79.80,25050
2025-09-24 11:01,79.85,86.10,79.85,85.65,25050
2025-09-24 11:02,85.95,87.60,84.20,87.25,25050
2025-09-24 11:03,87.10,93.20,86.55,92.70,25050
2025-09-24 11:04,91.30,95.15,91.30,92.90,25050
2025-09-24 11:05,92.75,93.50,90.20,91.85,25050
2025-09-24 11:06,92.05,94.55,91.90,93.30,25050
2025-09-24 11:07,92.95,95.60,92.90,95.30,25050
2025-09-24 11:08,95.55,101.80,95.45,98.25,25050
2025-09-24 11:09,99.50,103.40,99.50,100.10,25050
2025-09-24 11:10,100.65,100.85,95.65,95.65,25050
2025-09-24 11:11,95.90,98.25,92.60,94.05,25050
2025-09-24 11:12,94.10,95.45,91.05,91.05,25050
2025-09-24 11:13,91.40,93.45,88.65,90.05,25050
2025-09-24 11:14,89.80,89.95,86.55,88.05,25050
2025-09-24 11:15,87.95,89.00,84.80,85.15,25050
2025-09-24 11:16,86.70,89.30,86.70,88.45,25050
2025-09-24 11:17,88.75,89.40,86.50,88.60,25050
2025-09-24 11:18,88.70,89.30,87.80,88.60,25050
2025-09-24 11:19,88.75,89.30,87.10,88.10,25050
2025-09-24 11:20,87.65,88.65,87.00,87.00,25050
2025-09-24 11:21,87.50,90.00,87.40,87.75,25050
2025-09-24 11:22,88.05,89.40,86.30,89.35,25050
2025-09-24 11:23,89.25,89.50,87.00,88.30,25050
2025-09-24 11:24,88.25,88.40,87.00,87.30,25050
2025-09-24 11:25,87.40,87.90,86.25,86.95,25050
2025-09-24 11:26,87.05,88.25,86.00,86.75,25050
2025-09-24 11:27,86.60,86.95,85.20,85.20,25050
2025-09-24 11:28,85.40,86.25,84.10,85.35,25050
2025-09-24 11:29,85.15,85.95,83.65,84.05,25050
2025-09-24 11:30,83.75,84.35,81.85,84.00,25050
2025-09-24 11:31,84.25,84.35,80.00,80.80,25050
2025-09-24 11:32,80.80,82.00,80.55,81.30,25050
2025-09-24 11:33,81.10,82.00,80.50,81.30,25050
2025-09-24 11:34,81.10,82.15,79.55,81.80,25050
2025-09-24 11:35,81.65,81.85,79.80,81.15,25050
2025-09-24 11:36,81.20,81.20,79.15,80.50,25050
2025-09-24 11:37,80.45,82.00,80.45,81.15,25050
2025-09-24 11:38,81.20,83.20,80.35,82.35,25050
2025-09-24 11:39,82.65,83.25,80.00,80.00,25050
2025-09-24 11:40,100.20,101.40,96.40,96.65,25100
2025-09-24 11:41,96.75,100.30,96.30,100.30,25100
2025-09-24 11:42,79.70,80.45,78.25,79.25,25050
2025-09-24 11:43,79.10,83.10,78.80,83.00,25050
2025-09-24 11:44,82.65,83.25,80.85,81.65,25050
2025-09-24 11:45,102.15,102.95,97.25,100.00,25100
2025-09-24 11:46,100.80,100.95,97.60,97.90,25100
2025-09-24 11:47,97.95,100.35,97.95,98.50,25100
2025-09-24 11:48,98.20,99.30,97.20,97.20,25100
2025-09-24 11:49,96.75,98.50,96.75,97.55,25100
2025-09-24 11:50,97.70,98.10,95.70,97.60,25100
2025-09-24 11:51,97.15,97.15,94.55,95.80,25100
2025-09-24 11:52,95.85,98.95,95.40,98.35,25100
2025-09-24 11:53,78.65,80.00,77.95,79.00,25050
2025-09-24 11:54,99.55,99.95,95.15,95.45,25100
2025-09-24 11:55,95.90,98.75,93.45,98.75,25100
2025-09-24 11:56,78.50,78.90,75.50,77.10,25050
2025-09-24 11:57,77.15,79.10,77.15,77.55,25050
2025-09-24 11:58,77.25,78.60,76.65,78.45,25050
2025-09-24 11:59,98.50,98.80,96.00,96.15,25100
2025-09-24 12:00,96.25,97.45,95.30,95.45,25100
2025-09-24 12:01,95.55,97.30,94.65,94.95,25100
2025-09-24 12:02,75.15,77.85,75.00,77.75,25050
2025-09-24 12:03,77.80,80.40,77.75,80.20,25050
2025-09-24 12:04,80.05,82.40,79.75,81.95,25050
2025-09-24 12:05,81.90,82.55,79.20,79.20,25050
2025-09-24 12:06,78.60,80.85,75.75,80.40,25050
2025-09-24 12:07,80.95,81.20,78.25,78.50,25050
2025-09-24 12:08,78.70,79.25,77.60,78.30,25050
2025-09-24 12:09,78.40,79.40,77.75,78.40,25050
2025-09-24 12:10,98.05,98.80,95.30,95.30,25100
2025-09-24 12:11,95.30,95.90,90.80,90.90,25100
2025-09-24 12:12,89.45,92.40,88.75,90.90,25100
2025-09-24 12:13,90.50,90.80,87.65,89.55,25100
2025-09-24 12:14,88.65,89.20,86.85,87.30,25100
2025-09-24 12:15,87.05,87.70,85.10,86.55,25100
2025-09-24 12:16,86.45,87.35,84.75,86.60,25100
2025-09-24 12:17,86.85,87.00,85.00,85.20,25100
2025-09-24 12:18,84.85,86.25,84.85,85.35,25100
2025-09-24 12:19,85.40,86.75,84.35,84.60,25100
2025-09-24 12:20,84.55,85.70,83.70,85.00,25100
2025-09-24 12:21,84.90,86.00,81.90,83.05,25100
2025-09-24 12:22,82.40,82.65,80.75,81.70,25100
2025-09-24 12:23,81.50,84.55,80.45,83.70,25100
2025-09-24 12:24,83.25,84.00,82.80,82.80,25100
2025-09-24 12:25,83.35,85.25,82.85,84.75,25100
2025-09-24 12:26,84.60,86.10,83.80,85.00,25100
2025-09-24 12:27,85.20,85.75,84.25,85.70,25100
2025-09-24 12:28,85.65,85.85,84.30,84.60,25100
2025-09-24 12:29,84.50,84.65,82.75,84.60,25100
2025-09-24 12:30,84.35,84.90,82.80,83.20,25100
2025-09-24 12:31,83.05,84.75,82.00,84.20,25100
2025-09-24 12:32,84.45,87.35,83.80,86.55,25100
2025-09-24 12:33,86.50,86.70,84.00,84.55,25100
2025-09-24 12:34,84.55,85.55,81.10,82.10,25100
2025-09-24 12:35,82.00,83.40,80.60,81.40,25100
2025-09-24 12:36,81.25,81.85,80.00,81.30,25100
2025-09-24 12:37,81.25,81.90,80.70,81.25,25100
2025-09-24 12:38,81.10,84.30,80.40,83.70,25100
2025-09-24 12:39,83.75,84.30,81.65,83.70,25100
2025-09-24 12:40,83.55,85.95,83.40,84.35,25100
2025-09-24 12:41,84.20,84.60,83.20,84.30,25100
2025-09-24 12:42,84.15,85.70,84.15,85.35,25100
2025-09-24 12:43,85.30,86.80,85.05,85.95,25100
2025-09-24 12:44,86.55,87.70,86.25,87.65,25100
2025-09-24 12:45,87.50,89.60,87.40,88.95,25100
2025-09-24 12:46,88.65,89.30,86.20,89.10,25100
2025-09-24 12:47,89.25,90.55,88.60,88.75,25100
2025-09-24 12:48,89.00,89.05,87.10,87.95,25100
2025-09-24 12:49,87.85,88.65,85.95,85.95,25100
2025-09-24 12:50,86.10,87.50,83.75,84.00,25100
2025-09-24 12:51,83.70,84.30,82.15,83.25,25100
2025-09-24 12:52,83.60,86.45,83.55,86.20,25100
2025-09-24 12:53,86.35,86.35,83.25,83.40,25100
2025-09-24 12:54,83.60,83.85,82.50,82.90,25100
2025-09-24 12:55,82.90,83.00,81.00,81.35,25100
2025-09-24 12:56,81.50,82.55,80.65,82.45,25100
2025-09-24 12:57,82.35,82.70,81.35,81.50,25100
2025-09-24 12:58,81.50,82.65,81.20,82.00,25100
2025-09-24 12:59,81.85,82.40,81.15,81.15,25100
2025-09-24 13:00,81.20,81.40,75.00,75.00,25100
2025-09-24 13:01,75.05,76.05,74.45,74.75,25100
2025-09-24 13:02,74.60,76.50,73.65,75.40,25100
2025-09-24 13:03,75.25,75.40,72.35,73.75,25100
2025-09-24 13:04,73.85,75.25,73.45,74.15,25100
2025-09-24 13:05,74.20,75.80,73.75,75.20,25100
2025-09-24 13:06,75.40,76.30,74.30,75.50,25100
2025-09-24 13:07,75.35,76.20,75.00,75.10,25100
2025-09-24 13:08,75.00,75.65,74.90,75.55,25100
2025-09-24 13:09,75.45,78.15,75.00,77.70,25100
2025-09-24 13:10,77.05,77.65,75.10,76.20,25100
2025-09-24 13:11,76.40,77.55,75.80,77.00,25100
2025-09-24 13:12,76.65,77.35,74.90,74.95,25100
2025-09-24 13:13,75.15,75.35,73.95,74.05,25100
2025-09-24 13:14,93.45,93.45,89.75,90.40,25150
2025-09-24 13:15,89.85,92.20,88.25,88.80,25150
2025-09-24 13:16,89.20,89.45,87.00,88.50,25150
2025-09-24 13:17,88.30,88.85,85.50,87.05,25150
2025-09-24 13:18,86.65,89.80,86.30,89.00,25150
2025-09-24 13:19,89.40,89.90,88.00,89.15,25150
2025-09-24 13:20,89.30,90.45,88.05,90.15,25150
2025-09-24 13:21,90.20,92.90,90.10,91.40,25150
2025-09-24 13:22,91.65,91.70,89.05,89.15,25150
2025-09-24 13:23,89.30,90.95,88.60,90.75,25150
2025-09-24 13:24,90.95,91.10,89.60,90.50,25150
2025-09-24 13:25,90.10,92.00,89.30,91.20,25150
2025-09-24 13:26,91.00,91.55,89.50,89.75,25150
2025-09-24 13:27,89.50,91.25,89.50,91.00,25150
2025-09-24 13:28,90.85,91.50,89.35,89.65,25150
2025-09-24 13:29,90.00,90.95,88.55,88.55,25150
2025-09-24 13:30,88.50,89.05,87.50,88.50,25150
2025-09-24 13:31,88.50,90.50,88.15,90.50,25150
2025-09-24 13:32,90.30,92.20,89.90,90.95,25150
2025-09-24 13:33,90.80,91.25,88.90,90.00,25150
2025-09-24 13:34,89.95,91.30,89.20,90.55,25150
2025-09-24 13:35,90.40,91.40,89.70,89.90,25150
2025-09-24 13:36,89.50,89.90,88.05,88.25,25150
2025-09-24 13:37,87.75,88.45,87.20,87.40,25150
2025-09-24 13:38,87.20,91.00,87.20,90.70,25150
2025-09-24 13:39,90.35,91.60,90.05,90.40,25150
2025-09-24 13:40,90.00,90.50,88.45,90.50,25150
2025-09-24 13:41,90.15,91.00,89.40,89.40,25150
2025-09-24 13:42,89.60,91.20,89.00,89.65,25150
2025-09-24 13:43,89.90,90.85,89.75,90.50,25150
2025-09-24 13:44,90.40,92.40,90.35,91.95,25150
2025-09-24 13:45,91.95,93.75,91.65,91.95,25150
2025-09-24 13:46,73.60,76.25,72.80,76.25,25100
2025-09-24 13:47,76.60,77.00,75.60,76.55,25100
2025-09-24 13:48,76.60,77.20,74.90,75.10,25100
2025-09-24 13:49,75.15,77.55,74.75,76.70,25100
2025-09-24 13:50,76.45,78.40,76.25,77.10,25100
2025-09-24 13:51,77.10,77.10,74.55,75.85,25100
2025-09-24 13:52,94.70,96.30,90.35,91.00,25150
2025-09-24 13:53,90.85,91.00,88.75,89.90,25150
2025-09-24 13:54,90.00,90.70,89.45,89.95,25150
2025-09-24 13:55,88.50,89.05,86.60,88.90,25150
2025-09-24 13:56,70.40,75.45,70.40,75.45,25100
2025-09-24 13:57,75.20,77.00,75.20,76.90,25100
2025-09-24 13:58,76.70,77.40,76.25,77.30,25100
2025-09-24 13:59,77.05,78.25,76.25,77.70,25100
2025-09-24 14:00,77.90,78.20,76.60,77.00,25100
2025-09-24 14:01,76.70,77.40,75.60,75.60,25100
2025-09-24 14:02,75.60,76.75,74.85,76.60,25100
2025-09-24 14:03,76.70,77.00,75.20,76.05,25100
2025-09-24 14:04,76.15,76.65,75.05,76.20,25100
2025-09-24 14:05,76.20,76.35,75.20,75.85,25100
2025-09-24 14:06,75.60,78.45,74.65,78.45,25100
2025-09-24 14:07,79.00,79.50,78.10,79.45,25100
2025-09-24 14:08,79.35,80.45,77.60,78.75,25100
2025-09-24 14:09,78.75,79.30,76.75,78.05,25100
2025-09-24 14:10,78.00,79.25,77.40,78.80,25100
2025-09-24 14:11,78.80,79.30,77.30,78.00,25100
2025-09-24 14:12,77.80,78.90,76.40,78.35,25100
2025-09-24 14:13,78.60,80.10,77.00,79.95,25100
2025-09-24 14:14,79.95,81.50,79.40,80.45,25100
2025-09-24 14:15,80.60,80.60,78.90,79.40,25100
2025-09-24 14:16,79.60,81.35,79.15,81.15,25100
2025-09-24 14:17,81.55,82.35,77.65,77.95,25100
2025-09-24 14:18,78.30,78.70,77.05,77.30,25100
2025-09-24 14:19,77.25,80.45,75.95,79.65,25100
2025-09-24 14:20,79.45,82.00,79.00,80.65,25100
2025-09-24 14:21,80.80,82.25,79.30,82.25,25100
2025-09-24 14:22,82.00,83.50,82.00,82.50,25100
2025-09-24 14:23,82.65,83.95,82.30,83.50,25100
2025-09-24 14:24,83.00,85.00,83.00,85.00,25100
2025-09-24 14:25,84.60,85.45,84.05,85.40,25100
2025-09-24 14:26,85.35,85.35,83.35,83.90,25100
2025-09-24 14:27,83.50,85.00,83.25,83.80,25100
2025-09-24 14:28,83.55,84.20,81.00,84.00,25100
2025-09-24 14:29,84.25,84.45,81.80,82.20,25100
2025-09-24 14:30,81.95,83.65,80.80,82.20,25100
