DateTime,Open,High,Low,Close,Strike,DTE,weekday
2026-03-19 09:49:00,226.0,229.4,223.6,228.7,23250,5,4
2026-03-19 09:50:00,227.5,230.65,225.9,227.6,23250,5,4
2026-03-19 09:51:00,227.85,231.6,227.45,230.7,23250,5,4
2026-03-19 09:52:00,231.5,237.95,231.05,237.95,23250,5,4
2026-03-19 09:53:00,238.05,238.05,225.0,225.0,23250,5,4
2026-03-19 09:54:00,225.8,232.0,225.8,226.35,23250,5,4
2026-03-19 09:55:00,226.15,232.05,224.6,231.2,23250,5,4
2026-03-19 09:56:00,231.4,234.9,231.4,231.95,23250,5,4
2026-03-19 09:57:00,232.4,235.4,231.3,232.85,23250,5,4
2026-03-19 09:58:00,233.1,236.35,232.25,234.8,23250,5,4
2026-03-19 09:59:00,234.9,234.9,226.15,230.1,23250,5,4
2026-03-19 10:00:00,229.75,230.25,226.2,227.65,23250,5,4
2026-03-19 10:01:00,227.0,232.65,226.6,229.4,23250,5,4
2026-03-19 10:02:00,229.0,230.95,225.9,230.8,23250,5,4
2026-03-19 10:03:00,231.35,234.7,230.65,234.6,23250,5,4
2026-03-19 10:04:00,234.25,236.65,232.3,234.45,23250,5,4
2026-03-19 10:05:00,234.0,236.6,233.25,235.6,23250,5,4
2026-03-19 10:06:00,234.8,235.6,233.0,233.0,23250,5,4
2026-03-19 10:07:00,233.55,235.1,230.7,231.85,23250,5,4
2026-03-19 10:08:00,232.2,234.7,231.4,234.7,23250,5,4
2026-03-19 10:09:00,234.25,238.4,234.25,235.1,23250,5,4
2026-03-19 10:10:00,235.4,235.4,229.5,231.5,23250,5,4
2026-03-19 10:11:00,231.85,232.15,226.0,228.0,23250,5,4
2026-03-19 10:12:00,228.25,232.05,227.2,228.95,23250,5,4
2026-03-19 10:13:00,229.1,229.45,227.4,228.25,23250,5,4
2026-03-19 10:14:00,228.1,229.9,224.5,224.5,23250,5,4
2026-03-19 10:15:00,223.75,223.75,217.35,220.95,23250,5,4
2026-03-19 10:16:00,247.8,250.0,244.45,244.6,23200,5,4
2026-03-19 10:17:00,244.8,246.75,238.3,246.65,23200,5,4
2026-03-19 10:18:00,246.5,248.8,245.0,245.5,23200,5,4
2026-03-19 10:19:00,245.35,246.95,243.4,244.15,23200,5,4
2026-03-19 10:20:00,217.4,221.85,216.3,220.45,23250,5,4
2026-03-19 10:21:00,220.3,224.4,220.0,222.9,23250,5,4
2026-03-19 10:22:00,223.95,225.6,221.05,224.2,23250,5,4
2026-03-19 10:23:00,224.6,225.95,222.9,225.5,23250,5,4
2026-03-19 10:24:00,225.9,230.3,223.2,230.3,23250,5,4
2026-03-19 10:25:00,230.8,234.35,230.0,234.35,23250,5,4
2026-03-19 10:26:00,209.4,214.3,209.4,210.5,23300,5,4
2026-03-19 10:27:00,211.0,212.75,209.1,211.2,23300,5,4
2026-03-19 10:28:00,211.65,215.0,210.3,211.65,23300,5,4
2026-03-19 10:29:00,238.05,239.45,234.8,237.75,23250,5,4
2026-03-19 10:30:00,212.0,215.0,212.0,213.9,23300,5,4
2026-03-19 10:31:00,213.7,213.7,210.5,212.1,23300,5,4
2026-03-19 10:32:00,211.8,213.7,210.75,213.45,23300,5,4
2026-03-19 10:33:00,214.0,216.0,210.4,213.8,23300,5,4
2026-03-19 10:34:00,240.9,242.4,236.4,236.85,23250,5,4
2026-03-19 10:35:00,210.7,213.6,209.45,211.35,23300,5,4
2026-03-19 10:36:00,209.25,217.05,208.85,217.05,23300,5,4
2026-03-19 10:37:00,217.1,221.85,213.0,220.85,23300,5,4
2026-03-19 10:38:00,220.15,223.0,219.0,221.0,23300,5,4
2026-03-19 10:39:00,220.75,232.25,220.25,228.45,23300,5,4
2026-03-19 10:40:00,228.55,229.65,225.05,227.05,23300,5,4
2026-03-19 10:41:00,226.65,226.65,220.3,220.3,23300,5,4
2026-03-19 10:42:00,219.55,224.4,216.45,224.4,23300,5,4
2026-03-19 10:43:00,224.4,224.5,220.8,222.65,23300,5,4
2026-03-19 10:44:00,222.2,232.1,222.2,231.4,23300,5,4
2026-03-19 10:45:00,230.55,230.75,225.5,229.05,23300,5,4
2026-03-19 10:46:00,228.7,230.25,226.9,227.4,23300,5,4
2026-03-19 10:47:00,228.25,230.85,226.8,230.3,23300,5,4
2026-03-19 10:48:00,230.05,230.05,220.4,220.4,23300,5,4
2026-03-19 10:49:00,219.95,220.1,214.3,216.65,23300,5,4
2026-03-19 10:50:00,217.5,224.1,215.15,223.7,23300,5,4
2026-03-19 10:51:00,223.25,223.25,217.9,217.9,23300,5,4
2026-03-19 10:52:00,218.35,220.4,215.55,216.3,23300,5,4
2026-03-19 10:53:00,216.3,219.4,215.4,218.7,23300,5,4
2026-03-19 10:54:00,218.4,219.45,216.1,219.15,23300,5,4
2026-03-19 10:55:00,218.9,219.0,212.0,213.6,23300,5,4
2026-03-19 10:56:00,213.35,215.55,212.45,215.2,23300,5,4
2026-03-19 10:57:00,214.85,221.6,214.85,217.2,23300,5,4
2026-03-19 10:58:00,216.9,217.4,214.2,215.4,23300,5,4
2026-03-19 10:59:00,243.0,243.35,232.55,233.7,23250,5,4
2026-03-19 11:00:00,233.4,235.25,227.5,228.85,23250,5,4
2026-03-19 11:01:00,229.05,231.75,227.2,230.1,23250,5,4
2026-03-19 11:02:00,230.35,233.7,229.3,229.3,23250,5,4
2026-03-19 11:03:00,229.9,232.0,228.7,229.0,23250,5,4
2026-03-19 11:04:00,228.9,230.5,227.25,227.9,23250,5,4
2026-03-19 11:05:00,227.9,228.35,222.5,225.8,23250,5,4
2026-03-19 11:06:00,225.9,227.6,224.55,226.3,23250,5,4
2026-03-19 11:07:00,230.85,232.75,227.0,227.25,23250,5,4
2026-03-19 11:08:00,227.0,227.6,224.05,225.0,23250,5,4
2026-03-19 11:09:00,224.9,228.35,223.55,225.05,23250,5,4
2026-03-19 11:10:00,225.4,228.8,224.7,228.3,23250,5,4
2026-03-19 11:11:00,227.85,229.0,226.35,227.6,23250,5,4
2026-03-19 11:12:00,227.7,228.45,220.8,222.7,23250,5,4
2026-03-19 11:13:00,223.15,228.55,222.75,227.85,23250,5,4
2026-03-19 11:14:00,256.05,256.05,240.1,245.55,23200,5,4
2026-03-19 11:15:00,245.25,245.25,238.15,238.35,23200,5,4
2026-03-19 11:16:00,239.15,243.0,238.1,239.2,23200,5,4
