DateTime,Open,High,Low,Close,Strike,BB_Middle_9,BB_Upper_9,BB_Lower_9,BB_Middle_20,BB_Upper_20,BB_Lower_20,MACD_Line,MACD_Signal,MACD_Histogram,RSI_14,RSI_9,EMA_9,EMA_20,VWAP_14,SuperTrend_Value,SuperTrend_Direction
2026-02-17 09:49:00,44.05,49.1,42.6,47.4,25650,47.86111111111112,55.89169717316163,39.8305250490606,47.035,54.714320745044006,39.355679254956,0.3783804160123623,0.8900837919762272,-0.511703375963865,51.32237350152703,50.91853838486687,46.93679418923274,46.56389826686722,46.70833333333333,22.307142857142857,1.0
2026-02-17 09:50:00,47.95,48.9,41.4,45.65,25650,47.25555555555555,55.12872002417934,39.38239108693177,47.205,54.716277048194726,39.69372295180527,0.1830515030895227,0.6544063623473257,-0.4713548592578029,49.55856603122087,48.50205518075685,46.6794353513862,46.47686033668939,47.01666666666666,22.307142857142857,1.0
2026-02-17 09:51:00,46.35,50.3,44.8,50.3,25650,46.644444444444446,53.21063388353315,40.07825500535574,47.725,54.83793993182033,40.61206006817967,0.6518482009604512,0.6535536418850343,-0.0017054409245831,54.074976633354346,54.90014618405943,47.40354828110896,46.84096887605231,47.56428571428571,22.307142857142857,1.0
2026-02-17 09:52:00,50.4,56.35,48.5,52.05,25650,48.172222222222224,53.2556665516115,43.08877789283295,47.935,55.19466642339352,40.67533357660647,1.199949942869985,0.8356857422133512,0.3642642006566337,55.68319213394395,57.1539145719744,48.33283862488717,47.33706707833304,47.91428571428571,27.16071428571429,1.0
2026-02-17 09:53:00,52.85,57.6,52.15,55.05,25650,48.638888888888886,54.686835337891225,42.59094243988655,48.1125,55.67014198031579,40.55485801968421,1.957194610020771,1.2095220314824913,0.7476725785382798,58.374260372561096,60.92027103012136,49.67627089990974,48.0716321184918,48.11190476190476,29.450000000000003,1.0
2026-02-17 09:54:00,53.75,56.05,50.05,54.1,25650,48.89444444444444,55.3744015237776,42.41448736511128,48.2975,56.08612309211664,40.50887690788336,2.328333372450196,1.582459145138393,0.7458742273118029,57.18995679227741,59.07042641365817,50.56101671992779,48.64576239292115,48.40476190476191,29.450000000000003,1.0
2026-02-17 09:55:00,54.35,54.7,50.1,50.75,25650,49.13333333333333,55.67469213712937,42.591974529537296,48.477500000000006,56.29685131159936,40.65814868840066,2.103818691896244,1.7562456607243433,0.3475730311719005,53.09892140808868,52.7197434112948,50.59881337594224,48.84616597454771,48.51547619047619,29.450000000000003,1.0
2026-02-17 09:56:00,50.75,51.7,48.3,50.0,25650,49.9,55.49240556469216,44.30759443530784,49.0825,55.9600352980785,42.20496470192149,1.8040847017692911,1.772192007739326,0.031892694029965,52.198649142695,51.32982567314373,50.47905070075379,48.95605492935269,48.13690476190476,29.450000000000003,1.0
2026-02-17 09:57:00,49.55,62.35,48.35,61.3,25650,51.84444444444444,58.75752082186136,44.93136806702752,50.0775,57.53690890754757,42.61809109245243,3.0395438056841897,2.1946426070542806,0.8449011986299091,62.51167434510741,66.36185346948855,52.64324056060303,50.13166874560481,49.60357142857144,33.39642857142857,1.0
2026-02-17 09:58:00,60.35,67.1,55.85,63.0,25650,53.577777777777776,61.92227446721326,45.23328108834229,50.7125,59.3413564033102,42.0836435966898,4.074928145711205,2.821404453273256,1.2535236924379491,63.77779742498858,68.0328720832006,54.71459244848243,51.35722410316626,50.67738095238094,40.389285714285705,1.0
