DateTime,Open,High,Low,Close
2024-04-08 09:30,22584.00,22605.80,22583.05,22598.30
2024-04-08 09:31,22597.00,22601.90,22588.25,22593.65
2024-04-08 09:32,22593.45,22602.85,22592.45,22601.95
2024-04-08 09:33,22602.35,22611.65,22601.90,22610.60
2024-04-08 09:34,22608.95,22610.15,22605.35,22605.35
2024-04-08 09:35,22605.60,22609.90,22604.55,22606.80
2024-04-08 09:36,22608.10,22613.50,22604.85,22612.50
2024-04-08 09:37,22612.95,22616.65,22610.35,22610.35
2024-04-08 09:38,22611.70,22621.65,22610.35,22620.20
2024-04-08 09:39,22619.85,22623.85,22617.35,22619.90
2024-04-08 09:40,22620.55,22621.45,22616.75,22618.50
2024-04-08 09:41,22618.60,22621.00,22616.90,22618.85
2024-04-08 09:42,22617.25,22617.40,22607.60,22609.50
2024-04-08 09:43,22610.35,22610.35,22600.80,22605.05
2024-04-08 09:44,22606.50,22607.50,22602.75,22607.00
2024-04-08 09:45,22605.95,22614.85,22604.75,22609.15
2024-04-08 09:46,22609.65,22609.65,22596.65,22598.10
2024-04-08 09:47,22597.85,22604.20,22596.95,22601.55
2024-04-08 09:48,22601.25,22614.25,22601.25,22612.00
2024-04-08 09:49,22610.85,22614.30,22608.25,22611.80
2024-04-08 09:50,22611.75,22613.25,22604.80,22607.05
2024-04-08 09:51,22606.20,22615.40,22606.20,22615.15
2024-04-08 09:52,22614.75,22615.05,22610.25,22610.95
2024-04-08 09:53,22610.70,22611.50,22607.35,22607.85
2024-04-08 09:54,22608.85,22608.85,22599.00,22601.40
2024-04-08 09:55,22602.65,22606.00,22600.45,22603.50
2024-04-08 09:56,22602.75,22608.15,22602.10,22605.95
2024-04-08 09:57,22606.75,22611.45,22606.10,22609.70
2024-04-08 09:58,22609.45,22609.45,22603.65,22603.65
2024-04-08 09:59,22603.60,22604.50,22588.25,22591.65
2024-04-08 10:00,22591.55,22593.30,22586.60,22592.45
2024-04-08 10:01,22592.65,22603.65,22591.55,22603.65
2024-04-08 10:02,22603.70,22613.55,22603.70,22612.25
2024-04-08 10:03,22612.60,22614.85,22609.15,22612.00
2024-04-08 10:04,22611.30,22621.10,22611.25,22614.20
2024-04-08 10:05,22614.95,22618.90,22610.05,22615.40
2024-04-08 10:06,22614.90,22621.25,22611.90,22612.00
2024-04-08 10:07,22611.95,22612.25,22607.95,22611.05
2024-04-08 10:08,22610.20,22615.35,22609.55,22615.15
2024-04-08 10:09,22614.95,22616.70,22612.40,22614.15
2024-04-08 10:10,22614.85,22617.00,22612.25,22616.65
2024-04-08 10:11,22616.20,22622.95,22610.90,22622.10
2024-04-08 10:12,22622.60,22624.95,22621.20,22623.40
2024-04-08 10:13,22622.55,22630.45,22620.95,22627.05
2024-04-08 10:14,22626.30,22628.75,22623.40,22626.25
2024-04-08 10:15,22627.15,22630.75,22626.55,22627.45
2024-04-08 10:16,22627.30,22627.70,22621.25,22621.75
2024-04-08 10:17,22622.15,22622.65,22615.60,22617.25
2024-04-08 10:18,22618.10,22622.25,22616.80,22622.25
2024-04-08 10:19,22621.85,22621.90,22617.40,22618.45
2024-04-08 10:20,22618.20,22618.75,22611.35,22613.35
2024-04-08 10:21,22613.15,22619.95,22612.45,22619.80
2024-04-08 10:22,22619.85,22621.65,22617.15,22617.30
2024-04-08 10:23,22616.20,22618.55,22613.70,22617.50
2024-04-08 10:24,22617.65,22619.35,22614.55,22614.70
2024-04-08 10:25,22614.60,22616.40,22607.25,22607.80
2024-04-08 10:26,22607.80,22612.65,22605.90,22611.90
2024-04-08 10:27,22611.50,22613.75,22609.35,22610.30
2024-04-08 10:28,22609.80,22610.60,22606.95,22608.70
2024-04-08 10:29,22610.95,22616.15,22610.60,22614.75
2024-04-08 10:30,22614.85,22617.30,22612.75,22616.85
2024-04-08 10:31,22617.00,22622.00,22617.00,22621.55
2024-04-08 10:32,22620.35,22622.30,22617.35,22620.50
2024-04-08 10:33,22620.95,22624.15,22619.85,22622.65
2024-04-08 10:34,22622.60,22623.55,22618.80,22623.00
2024-04-08 10:35,22623.00,22628.85,22621.85,22627.00
2024-04-08 10:36,22627.65,22630.35,22624.95,22626.00
2024-04-08 10:37,22626.90,22626.90,22623.35,22625.65
2024-04-08 10:38,22624.40,22625.95,22619.55,22621.40
2024-04-08 10:39,22620.40,22623.15,22619.85,22620.45
2024-04-08 10:40,22620.00,22624.90,22617.90,22624.00
2024-04-08 10:41,22623.70,22625.30,22621.50,22624.10
2024-04-08 10:42,22624.20,22624.70,22620.25,22622.45
