DateTime,Open,High,Low,Close,Strike
2025-09-30 12:01,47.45,47.45,42.25,42.80,24650
2025-09-30 12:02,41.45,42.60,35.45,37.90,24650
2025-09-30 12:03,37.15,41.80,36.65,39.30,24650
2025-09-30 12:04,39.05,39.05,34.65,35.00,24650
2025-09-30 12:05,34.40,34.75,30.70,30.70,24650
2025-09-30 12:06,30.80,35.00,29.05,34.65,24650
2025-09-30 12:07,33.90,37.05,33.70,36.80,24650
2025-09-30 12:08,36.50,37.65,34.30,35.35,24650
2025-09-30 12:09,34.95,35.40,34.20,34.60,24650
2025-09-30 12:10,34.70,35.45,33.65,34.55,24650
2025-09-30 12:11,34.60,35.90,32.80,34.35,24650
2025-09-30 12:12,34.45,36.15,33.60,35.50,24650
2025-09-30 12:13,35.65,39.00,35.65,37.55,24650
2025-09-30 12:14,37.85,38.40,34.80,36.45,24650
2025-09-30 12:15,36.20,38.70,34.95,38.70,24650
2025-09-30 12:16,39.20,39.50,32.05,33.05,24650
2025-09-30 12:17,32.65,33.40,29.35,31.80,24650
2025-09-30 12:18,31.50,31.75,28.60,30.05,24650
2025-09-30 12:19,29.85,31.65,29.05,29.05,24650
2025-09-30 12:20,28.75,31.70,28.45,28.65,24650
2025-09-30 12:21,28.65,30.90,28.45,30.05,24650
2025-09-30 12:22,30.00,30.00,23.05,26.70,24650
2025-09-30 12:23,26.05,29.00,26.05,28.60,24650
2025-09-30 12:24,28.45,29.50,27.60,28.40,24650
2025-09-30 12:25,28.30,30.80,27.85,30.50,24650
2025-09-30 12:26,29.95,29.95,23.60,24.65,24650
2025-09-30 12:27,45.85,48.30,45.15,47.60,24700
2025-09-30 12:28,25.50,27.35,25.35,26.05,24650
2025-09-30 12:29,26.05,28.25,26.05,26.50,24650
2025-09-30 12:30,26.75,28.40,26.10,26.30,24650
2025-09-30 12:31,26.10,27.80,25.95,26.75,24650
2025-09-30 12:32,50.60,50.60,42.95,43.50,24700
2025-09-30 12:33,42.75,47.90,39.00,47.10,24700
2025-09-30 12:34,47.50,48.00,44.30,46.35,24700
2025-09-30 12:35,46.10,50.25,45.45,50.00,24700
2025-09-30 12:36,51.00,51.45,47.10,48.55,24700
2025-09-30 12:37,47.50,50.60,46.00,50.60,24700
2025-09-30 12:38,27.90,32.20,26.70,29.30,24650
2025-09-30 12:39,30.10,30.10,23.85,25.10,24650
2025-09-30 12:40,25.35,29.95,25.05,29.95,24650
2025-09-30 12:41,29.90,30.25,27.25,27.75,24650
2025-09-30 12:42,27.55,30.40,26.10,30.40,24650
2025-09-30 12:43,30.20,31.90,27.55,30.55,24650
2025-09-30 12:44,30.10,31.70,27.40,27.80,24650
2025-09-30 12:45,28.10,30.10,27.10,27.10,24650
2025-09-30 12:46,26.85,28.75,25.15,28.00,24650
2025-09-30 12:47,28.45,31.15,28.10,30.65,24650
2025-09-30 12:48,31.25,31.70,27.80,27.90,24650
2025-09-30 12:49,27.65,31.80,27.65,31.45,24650
2025-09-30 12:50,31.90,33.30,29.95,30.35,24650
2025-09-30 12:51,30.30,31.85,28.55,28.55,24650
2025-09-30 12:52,28.10,29.00,26.50,26.75,24650
2025-09-30 12:53,25.80,29.80,25.80,29.50,24650
2025-09-30 12:54,30.25,30.25,27.70,28.15,24650
2025-09-30 12:55,27.95,29.45,27.65,28.10,24650
2025-09-30 12:56,29.10,33.95,29.00,31.40,24650
2025-09-30 12:57,32.10,32.20,27.35,28.80,24650
2025-09-30 12:58,28.05,32.60,28.05,32.55,24650
2025-09-30 12:59,32.90,32.90,29.25,32.10,24650
2025-09-30 13:00,31.90,31.95,29.30,29.30,24650
2025-09-30 13:01,28.80,35.30,28.50,35.05,24650
2025-09-30 13:02,35.40,36.05,30.60,30.60,24650
2025-09-30 13:03,32.65,35.20,31.30,34.50,24650
2025-09-30 13:04,34.40,35.85,30.10,30.35,24650
2025-09-30 13:05,30.45,32.60,26.55,26.90,24650
2025-09-30 13:06,27.00,29.65,26.15,28.30,24650
2025-09-30 13:07,28.00,29.50,27.55,29.10,24650
2025-09-30 13:08,29.30,29.30,22.80,23.60,24650
2025-09-30 13:09,23.35,24.45,20.60,20.75,24650
2025-09-30 13:10,20.80,23.35,20.55,23.15,24650
2025-09-30 13:11,23.30,23.65,17.20,19.20,24650
2025-09-30 13:12,19.00,23.55,19.00,22.85,24650
2025-09-30 13:13,22.85,22.85,20.90,22.75,24650
2025-09-30 13:14,22.80,26.10,22.70,24.55,24650
2025-09-30 13:15,24.20,24.55,21.75,23.40,24650
2025-09-30 13:16,23.15,24.75,22.00,23.40,24650
2025-09-30 13:17,50.25,51.45,44.75,45.05,24700
2025-09-30 13:18,20.35,23.45,20.35,23.45,24650
2025-09-30 13:19,23.65,24.45,22.85,24.00,24650
2025-09-30 13:20,24.15,26.15,23.35,25.20,24650
2025-09-30 13:21,24.90,25.05,23.15,23.90,24650
2025-09-30 13:22,24.30,25.45,23.25,25.05,24650
2025-09-30 13:23,25.55,32.50,25.55,30.65,24650
2025-09-30 13:24,30.95,31.30,26.55,27.80,24650
2025-09-30 13:25,27.85,30.75,27.55,28.75,24650
2025-09-30 13:26,28.85,29.95,26.10,27.60,24650
2025-09-30 13:27,27.40,31.80,27.40,31.00,24650
2025-09-30 13:28,32.20,40.30,31.90,32.40,24650
2025-09-30 13:29,33.40,33.40,29.80,31.80,24650
2025-09-30 13:30,32.75,34.25,29.90,33.05,24650
2025-09-30 13:31,33.50,37.35,32.50,33.65,24650
2025-09-30 13:32,33.95,36.35,33.60,35.55,24650
2025-09-30 13:33,36.25,43.60,35.35,41.35,24650
2025-09-30 13:34,43.15,43.20,34.00,34.10,24650
2025-09-30 13:35,32.20,36.95,32.20,33.25,24650
2025-09-30 13:36,33.45,36.20,28.30,28.45,24650
2025-09-30 13:37,27.50,30.60,25.90,29.80,24650
2025-09-30 13:38,30.25,33.15,28.65,33.10,24650
2025-09-30 13:39,33.85,36.40,32.05,34.15,24650
2025-09-30 13:40,33.90,35.05,32.50,32.95,24650
2025-09-30 13:41,32.75,38.90,31.50,36.20,24650
2025-09-30 13:42,36.30,37.55,33.45,36.50,24650
2025-09-30 13:43,36.70,38.35,32.60,37.00,24650
2025-09-30 13:44,36.60,38.00,33.75,33.90,24650
2025-09-30 13:45,34.25,37.10,33.90,34.15,24650
2025-09-30 13:46,34.35,34.35,30.65,31.10,24650
2025-09-30 13:47,30.65,32.55,28.75,31.65,24650
2025-09-30 13:48,31.45,33.15,29.45,30.45,24650
2025-09-30 13:49,30.30,31.40,28.85,31.05,24650
2025-09-30 13:50,31.25,32.40,27.45,27.75,24650
2025-09-30 13:51,28.00,30.35,26.45,28.90,24650
2025-09-30 13:52,28.20,29.20,23.50,23.75,24650
2025-09-30 13:53,24.35,31.70,24.30,31.25,24650
2025-09-30 13:54,31.35,39.10,30.80,39.10,24650
2025-09-30 13:55,38.35,43.10,29.80,31.40,24650
2025-09-30 13:56,32.55,35.15,31.45,32.55,24650
2025-09-30 13:57,32.45,33.85,30.25,32.60,24650
2025-09-30 13:58,32.75,33.10,27.25,29.55,24650
2025-09-30 13:59,29.55,33.20,29.45,32.85,24650
2025-09-30 14:00,32.55,35.30,30.60,34.15,24650
2025-09-30 14:01,34.30,34.50,29.90,30.65,24650
2025-09-30 14:02,30.05,32.75,28.90,32.50,24650
2025-09-30 14:03,33.30,42.10,31.00,41.60,24650
2025-09-30 14:04,41.70,41.70,31.10,31.10,24650
2025-09-30 14:05,31.40,34.80,30.35,33.10,24650
2025-09-30 14:06,33.10,34.25,28.70,31.55,24650
2025-09-30 14:07,31.45,31.55,26.45,28.05,24650
2025-09-30 14:08,27.80,33.60,27.80,32.35,24650
2025-09-30 14:09,32.80,36.85,30.75,35.10,24650
2025-09-30 14:10,17.25,27.45,16.85,24.65,24600
2025-09-30 14:11,26.35,27.80,23.10,24.45,24600
2025-09-30 14:12,24.10,26.90,21.30,23.75,24600
2025-09-30 14:13,24.40,24.45,18.75,21.75,24600
2025-09-30 14:14,22.40,22.40,15.45,17.95,24600
2025-09-30 14:15,17.85,25.45,17.85,25.45,24600
2025-09-30 14:16,25.05,26.75,22.80,24.30,24600
2025-09-30 14:17,23.35,23.85,21.85,22.85,24600
2025-09-30 14:18,21.95,22.65,20.30,22.55,24600
2025-09-30 14:19,22.25,36.20,20.35,32.10,24600
2025-09-30 14:20,33.40,40.00,30.50,35.20,24600
2025-09-30 14:21,35.50,38.60,32.90,36.35,24600
2025-09-30 14:22,36.10,41.60,26.60,27.70,24600
2025-09-30 14:23,58.30,59.25,41.55,42.85,24650
2025-09-30 14:24,17.35,19.70,14.85,19.45,24600
2025-09-30 14:25,19.85,25.30,19.15,22.20,24600
2025-09-30 14:26,21.15,22.90,18.20,20.65,24600
2025-09-30 14:27,20.05,21.70,18.25,18.50,24600
2025-09-30 14:28,17.65,18.55,16.30,17.05,24600
2025-09-30 14:29,16.90,18.15,16.00,17.30,24600
2025-09-30 14:30,17.30,19.70,11.95,15.10,24600
