DateTime,Open,High,Low,Close
2025-08-04 09:30,24659.65,24669.75,24659.55,24664.70
2025-08-04 09:31,24667.00,24668.60,24659.10,24659.45
2025-08-04 09:32,24658.35,24659.85,24641.75,24649.25
2025-08-04 09:33,24648.40,24653.85,24644.50,24645.60
2025-08-04 09:34,24645.75,24658.20,24644.80,24656.55
2025-08-04 09:35,24657.80,24661.35,24649.85,24650.60
2025-08-04 09:36,24651.80,24654.40,24649.05,24651.90
2025-08-04 09:37,24651.15,24652.55,24644.05,24651.30
2025-08-04 09:38,24653.05,24658.05,24651.25,24651.35
2025-08-04 09:39,24653.65,24653.95,24645.95,24649.65
2025-08-04 09:40,24651.20,24651.30,24642.50,24649.30
2025-08-04 09:41,24650.60,24650.75,24642.70,24644.50
2025-08-04 09:42,24645.05,24645.05,24635.75,24638.85
2025-08-04 09:43,24639.15,24639.15,24618.05,24618.45
2025-08-04 09:44,24619.25,24619.70,24597.50,24598.00
2025-08-04 09:45,24598.15,24598.15,24582.40,24585.75
2025-08-04 09:46,24588.65,24588.65,24577.75,24578.95
2025-08-04 09:47,24578.10,24578.10,24567.55,24572.85
2025-08-04 09:48,24572.75,24572.80,24555.35,24561.65
2025-08-04 09:49,24563.95,24605.80,24563.85,24604.40
2025-08-04 09:50,24605.55,24646.35,24605.55,24623.75
2025-08-04 09:51,24623.95,24631.55,24622.65,24625.85
2025-08-04 09:52,24624.25,24624.25,24612.10,24613.45
2025-08-04 09:53,24612.10,24612.10,24597.15,24608.50
2025-08-04 09:54,24607.30,24608.05,24601.75,24607.00
2025-08-04 09:55,24607.30,24612.40,24605.45,24609.85
2025-08-04 09:56,24609.40,24609.40,24600.20,24605.00
2025-08-04 09:57,24604.85,24613.90,24604.50,24606.00
2025-08-04 09:58,24606.35,24609.05,24602.75,24608.40
2025-08-04 09:59,24608.75,24612.80,24607.50,24608.10
2025-08-04 10:00,24607.75,24617.15,24605.30,24608.75
2025-08-04 10:01,24608.50,24608.50,24597.00,24600.25
2025-08-04 10:02,24600.35,24606.65,24598.00,24606.55
2025-08-04 10:03,24606.40,24615.60,24601.05,24615.60
