DateTime,Open,High,Low,Close,Strike,DTE,weekday
2025-09-08 09:30,64.70,67.75,56.10,56.15,24800,1,1
2025-09-08 09:31,55.60,56.90,51.45,51.45,24800,1,1
2025-09-08 09:32,51.25,52.50,49.45,52.50,24800,1,1
2025-09-08 09:33,52.70,52.70,47.70,48.20,24800,1,1
2025-09-08 09:34,48.10,49.30,46.95,47.25,24800,1,1
2025-09-08 09:35,69.40,71.85,68.60,70.80,24850,1,1
2025-09-08 09:36,70.60,71.35,68.05,68.35,24850,1,1
2025-09-08 09:37,68.50,68.95,63.75,67.00,24850,1,1
2025-09-08 09:38,67.80,72.75,67.75,69.65,24850,1,1
2025-09-08 09:39,69.70,71.65,66.40,66.70,24850,1,1
2025-09-08 09:40,66.40,66.40,61.05,61.40,24850,1,1
2025-09-08 09:41,60.90,65.20,60.90,65.15,24850,1,1
2025-09-08 09:42,65.55,69.55,65.50,69.05,24850,1,1
2025-09-08 09:43,69.40,72.70,68.60,71.05,24850,1,1
2025-09-08 09:44,71.40,71.70,67.40,67.90,24850,1,1
2025-09-08 09:45,67.80,69.00,65.05,66.40,24850,1,1
2025-09-08 09:46,66.20,70.55,65.20,69.35,24850,1,1
2025-09-08 09:47,69.45,70.80,67.60,70.15,24850,1,1
2025-09-08 09:48,69.80,71.30,67.55,67.80,24850,1,1
2025-09-08 09:49,68.00,69.70,67.50,67.75,24850,1,1
2025-09-08 09:50,45.65,49.80,45.20,49.80,24800,1,1
2025-09-08 09:51,49.50,49.75,44.35,46.20,24800,1,1
2025-09-08 09:52,68.35,71.15,67.25,69.35,24850,1,1
2025-09-08 09:53,46.60,50.90,46.30,50.10,24800,1,1
2025-09-08 09:54,50.35,53.55,49.30,52.90,24800,1,1
2025-09-08 09:55,52.25,58.35,50.85,54.95,24800,1,1
2025-09-08 09:56,55.65,55.90,50.85,51.55,24800,1,1
2025-09-08 09:57,51.65,52.30,50.30,51.55,24800,1,1
2025-09-08 09:58,51.40,51.45,46.80,50.50,24800,1,1
2025-09-08 09:59,50.80,55.35,50.05,54.00,24800,1,1
2025-09-08 10:00,53.70,54.20,48.65,48.65,24800,1,1
2025-09-08 10:01,48.60,50.30,48.00,48.00,24800,1,1
2025-09-08 10:02,47.40,48.15,45.60,46.75,24800,1,1
2025-09-08 10:03,69.85,72.60,65.80,67.65,24850,1,1
2025-09-08 10:04,67.30,70.30,66.50,68.35,24850,1,1
2025-09-08 10:05,68.35,68.75,65.30,65.35,24850,1,1
2025-09-08 10:06,44.00,47.40,43.55,46.60,24800,1,1
2025-09-08 10:07,69.85,70.35,66.40,66.85,24850,1,1
2025-09-08 10:08,66.75,70.10,66.75,69.30,24850,1,1
2025-09-08 10:09,46.15,54.50,46.10,52.75,24800,1,1
2025-09-08 10:10,52.65,52.65,48.05,48.65,24800,1,1
2025-09-08 10:11,72.80,72.80,66.80,66.80,24850,1,1
2025-09-08 10:12,44.45,47.70,44.35,47.45,24800,1,1
2025-09-08 10:13,47.65,53.50,47.65,51.90,24800,1,1
2025-09-08 10:14,51.75,57.80,51.35,56.00,24800,1,1
2025-09-08 10:15,55.70,59.20,55.70,58.35,24800,1,1
2025-09-08 10:16,58.40,61.35,55.80,55.95,24800,1,1
2025-09-08 10:17,56.10,56.75,47.50,48.95,24800,1,1
2025-09-08 10:18,49.10,54.15,47.65,53.35,24800,1,1
2025-09-08 10:19,53.15,55.65,52.85,54.90,24800,1,1
2025-09-08 10:20,55.15,57.15,53.00,56.00,24800,1,1
2025-09-08 10:21,56.00,56.20,53.55,54.40,24800,1,1
2025-09-08 10:22,54.45,58.20,53.70,57.65,24800,1,1
2025-09-08 10:23,56.40,56.60,53.10,55.35,24800,1,1
2025-09-08 10:24,55.20,57.70,54.80,57.25,24800,1,1
2025-09-08 10:25,57.75,59.95,55.10,55.10,24800,1,1
2025-09-08 10:26,55.50,59.10,54.65,56.35,24800,1,1
2025-09-08 10:27,56.50,57.20,52.45,52.80,24800,1,1
2025-09-08 10:28,52.95,55.20,52.10,54.25,24800,1,1
2025-09-08 10:29,54.40,62.00,54.15,62.00,24800,1,1
2025-09-08 10:30,61.65,65.00,60.10,65.00,24800,1,1
2025-09-08 10:31,65.00,65.85,63.05,63.50,24800,1,1
2025-09-08 10:32,63.50,69.00,63.20,67.65,24800,1,1
2025-09-08 10:33,46.85,47.30,45.00,47.00,24750,1,1
2025-09-08 10:34,68.60,70.65,63.35,64.55,24800,1,1
2025-09-08 10:35,64.35,67.95,61.70,61.75,24800,1,1
2025-09-08 10:36,62.05,67.35,61.75,65.25,24800,1,1
2025-09-08 10:37,44.15,44.95,42.75,44.95,24750,1,1
2025-09-08 10:38,66.15,66.15,58.65,59.80,24800,1,1
2025-09-08 10:39,60.10,60.10,55.75,55.90,24800,1,1
2025-09-08 10:40,55.80,57.00,51.90,52.25,24800,1,1
2025-09-08 10:41,51.45,53.70,48.35,53.40,24800,1,1
2025-09-08 10:42,53.55,54.90,49.65,49.75,24800,1,1
2025-09-08 10:43,49.55,51.90,48.55,51.50,24800,1,1
2025-09-08 10:44,51.60,54.40,51.60,51.90,24800,1,1
2025-09-08 10:45,51.45,52.05,48.60,49.25,24800,1,1
2025-09-08 10:46,48.95,50.55,46.65,47.10,24800,1,1
2025-09-08 10:47,46.60,51.00,46.15,50.85,24800,1,1
2025-09-08 10:48,51.20,56.30,50.90,55.85,24800,1,1
2025-09-08 10:49,56.00,57.05,53.80,54.00,24800,1,1
2025-09-08 10:50,53.85,56.40,53.85,55.20,24800,1,1
2025-09-08 10:51,55.15,56.80,53.70,55.80,24800,1,1
2025-09-08 10:52,56.10,58.85,55.60,58.70,24800,1,1
2025-09-08 10:53,59.35,60.90,58.35,60.90,24800,1,1
2025-09-08 10:54,60.70,62.50,59.15,61.50,24800,1,1
2025-09-08 10:55,61.75,63.75,60.50,60.80,24800,1,1
2025-09-08 10:56,60.65,63.30,59.95,60.25,24800,1,1
2025-09-08 10:57,59.50,62.75,57.50,61.95,24800,1,1
2025-09-08 10:58,62.10,63.15,61.05,63.15,24800,1,1
2025-09-08 10:59,63.15,63.65,60.55,61.20,24800,1,1
2025-09-08 11:00,61.40,61.80,58.70,60.00,24800,1,1
2025-09-08 11:01,60.70,62.90,60.65,62.55,24800,1,1
2025-09-08 11:02,62.75,63.00,61.65,63.00,24800,1,1
2025-09-08 11:03,63.25,63.75,59.10,60.80,24800,1,1
2025-09-08 11:04,60.55,61.05,56.30,60.75,24800,1,1
2025-09-08 11:05,60.65,62.20,58.55,59.05,24800,1,1
2025-09-08 11:06,59.60,60.25,56.15,58.55,24800,1,1
2025-09-08 11:07,58.70,61.00,56.45,56.50,24800,1,1
2025-09-08 11:08,56.65,58.60,56.25,57.30,24800,1,1
2025-09-08 11:09,56.95,56.95,52.10,52.10,24800,1,1
2025-09-08 11:10,52.15,53.00,49.25,49.85,24800,1,1
2025-09-08 11:11,49.70,52.35,48.05,51.45,24800,1,1
2025-09-08 11:12,51.85,51.85,48.25,48.95,24800,1,1
2025-09-08 11:13,49.05,49.05,46.80,47.00,24800,1,1
2025-09-08 11:14,47.15,47.75,45.70,45.75,24800,1,1
2025-09-08 11:15,45.55,46.00,43.60,44.80,24800,1,1
2025-09-08 11:16,45.45,48.30,45.45,47.00,24800,1,1
2025-09-08 11:17,46.60,47.05,43.85,43.85,24800,1,1
2025-09-08 11:18,43.65,46.95,42.60,46.90,24800,1,1
2025-09-08 11:19,46.25,47.55,43.95,44.15,24800,1,1
2025-09-08 11:20,44.20,46.55,43.80,46.35,24800,1,1
2025-09-08 11:21,46.40,47.60,45.45,46.95,24800,1,1
2025-09-08 11:22,46.95,47.70,45.30,47.45,24800,1,1
2025-09-08 11:23,47.60,48.50,45.85,46.45,24800,1,1
2025-09-08 11:24,46.20,49.65,46.20,48.85,24800,1,1
2025-09-08 11:25,48.70,51.25,47.25,50.70,24800,1,1
2025-09-08 11:26,51.00,52.60,47.70,48.60,24800,1,1
2025-09-08 11:27,48.05,48.05,44.20,44.45,24800,1,1
2025-09-08 11:28,43.80,44.65,42.45,42.85,24800,1,1
2025-09-08 11:29,42.25,43.25,41.00,41.60,24800,1,1
2025-09-08 11:30,41.50,41.50,38.45,39.75,24800,1,1
2025-09-08 11:31,39.75,42.40,39.75,42.25,24800,1,1
2025-09-08 11:32,42.70,43.80,41.15,41.55,24800,1,1
2025-09-08 11:33,41.35,42.00,39.20,39.35,24800,1,1
2025-09-08 11:34,39.50,39.65,37.70,38.75,24800,1,1
2025-09-08 11:35,38.80,40.05,38.55,39.85,24800,1,1
2025-09-08 11:36,39.90,41.30,39.60,41.25,24800,1,1
2025-09-08 11:37,41.30,42.50,40.40,42.20,24800,1,1
2025-09-08 11:38,41.80,43.40,40.55,43.15,24800,1,1
2025-09-08 11:39,43.20,43.45,41.50,41.70,24800,1,1
2025-09-08 11:40,41.40,43.15,41.00,41.40,24800,1,1
2025-09-08 11:41,41.35,42.05,39.90,41.65,24800,1,1
2025-09-08 11:42,63.65,63.65,60.10,60.40,24850,1,1
2025-09-08 11:43,60.40,63.90,59.60,61.55,24850,1,1
2025-09-08 11:44,61.65,61.95,59.95,60.35,24850,1,1
2025-09-08 11:45,59.80,62.15,59.80,61.95,24850,1,1
2025-09-08 11:46,40.00,42.00,39.70,40.80,24800,1,1
2025-09-08 11:47,40.50,42.30,39.55,42.30,24800,1,1
2025-09-08 11:48,42.20,42.65,40.30,40.40,24800,1,1
