DateTime,Open,High,Low,Close,Strike,DTE,weekday
2025-07-24 09:30,30.30,31.85,29.00,30.10,25200,0,4
2025-07-24 09:31,29.45,31.70,28.20,30.65,25200,0,4
2025-07-24 09:32,30.65,32.40,29.30,29.45,25200,0,4
2025-07-24 09:33,29.40,30.60,28.65,29.45,25200,0,4
2025-07-24 09:34,29.90,29.90,27.70,29.25,25200,0,4
2025-07-24 09:35,29.50,31.35,28.95,29.90,25200,0,4
2025-07-24 09:36,29.85,32.00,29.35,31.40,25200,0,4
2025-07-24 09:37,31.65,33.55,30.05,31.05,25200,0,4
2025-07-24 09:38,31.20,31.25,28.80,29.40,25200,0,4
2025-07-24 09:39,29.30,30.45,28.80,29.85,25200,0,4
2025-07-24 09:40,29.95,29.95,28.00,28.75,25200,0,4
2025-07-24 09:41,28.45,29.45,26.00,29.25,25200,0,4
2025-07-24 09:42,28.95,30.60,27.15,27.70,25200,0,4
2025-07-24 09:43,27.65,29.45,27.40,28.15,25200,0,4
2025-07-24 09:44,28.25,29.65,27.80,29.20,25200,0,4
2025-07-24 09:45,29.40,31.55,28.45,30.50,25200,0,4
2025-07-24 09:46,30.60,32.60,29.60,31.05,25200,0,4
2025-07-24 09:47,31.10,32.50,30.40,30.85,25200,0,4
2025-07-24 09:48,30.80,31.05,24.70,26.25,25200,0,4
2025-07-24 09:49,26.15,26.15,23.50,23.50,25200,0,4
2025-07-24 09:50,51.90,52.25,48.40,50.15,25150,0,4
2025-07-24 09:51,49.90,51.00,47.55,49.60,25150,0,4
2025-07-24 09:52,48.85,49.90,47.85,49.30,25150,0,4
2025-07-24 09:53,49.45,51.20,49.30,50.75,25150,0,4
2025-07-24 09:54,50.40,50.50,47.65,47.95,25150,0,4
2025-07-24 09:55,47.60,47.95,44.60,47.35,25150,0,4
2025-07-24 09:56,47.20,49.10,46.70,49.00,25150,0,4
2025-07-24 09:57,49.30,51.30,46.85,47.20,25150,0,4
2025-07-24 09:58,46.90,50.60,46.05,50.45,25150,0,4
2025-07-24 09:59,23.05,23.15,22.20,22.95,25200,0,4
2025-07-24 10:00,49.60,49.60,46.15,46.95,25150,0,4
2025-07-24 10:01,46.75,49.70,46.75,48.75,25150,0,4
2025-07-24 10:02,48.40,48.80,44.95,45.00,25150,0,4
2025-07-24 10:03,44.15,44.95,42.10,43.65,25150,0,4
2025-07-24 10:04,43.70,44.70,42.60,44.10,25150,0,4
2025-07-24 10:05,43.95,45.35,43.45,45.30,25150,0,4
2025-07-24 10:06,45.15,46.10,43.15,43.30,25150,0,4
2025-07-24 10:07,43.90,44.25,41.65,42.00,25150,0,4
2025-07-24 10:08,41.65,42.60,40.05,41.45,25150,0,4
2025-07-24 10:09,41.20,43.20,40.20,40.30,25150,0,4
2025-07-24 10:10,40.55,42.00,40.20,41.65,25150,0,4
2025-07-24 10:11,41.50,42.15,38.80,39.15,25150,0,4
2025-07-24 10:12,39.50,40.35,38.80,39.35,25150,0,4
2025-07-24 10:13,39.00,39.70,38.35,38.90,25150,0,4
2025-07-24 10:14,38.60,40.60,38.60,39.45,25150,0,4
2025-07-24 10:15,39.40,42.75,39.40,41.15,25150,0,4
2025-07-24 10:16,40.95,42.40,37.70,37.95,25150,0,4
2025-07-24 10:17,38.00,44.55,37.20,42.95,25150,0,4
2025-07-24 10:18,43.20,45.15,41.70,42.60,25150,0,4
2025-07-24 10:19,42.40,44.40,42.40,43.65,25150,0,4
2025-07-24 10:20,43.40,45.30,43.00,45.00,25150,0,4
2025-07-24 10:21,45.10,45.40,42.00,42.55,25150,0,4
2025-07-24 10:22,42.60,44.10,42.30,42.90,25150,0,4
2025-07-24 10:23,42.90,45.50,42.60,45.35,25150,0,4
2025-07-24 10:24,45.25,45.40,42.95,43.10,25150,0,4
2025-07-24 10:25,43.00,43.90,42.10,43.60,25150,0,4
2025-07-24 10:26,43.25,47.95,43.25,47.95,25150,0,4
2025-07-24 10:27,47.90,50.10,46.60,48.35,25150,0,4
2025-07-24 10:28,48.10,48.80,47.50,47.80,25150,0,4
2025-07-24 10:29,48.05,48.95,46.80,46.80,25150,0,4
2025-07-24 10:30,46.45,47.20,44.90,45.30,25150,0,4
2025-07-24 10:31,19.85,22.95,19.80,22.15,25200,0,4
2025-07-24 10:32,22.15,23.20,21.80,23.20,25200,0,4
2025-07-24 10:33,23.15,24.05,22.80,23.00,25200,0,4
2025-07-24 10:34,22.85,23.25,22.20,22.55,25200,0,4
2025-07-24 10:35,22.20,23.00,21.45,21.50,25200,0,4
2025-07-24 10:36,21.50,22.75,20.40,22.75,25200,0,4
2025-07-24 10:37,22.90,23.20,21.50,22.30,25200,0,4
2025-07-24 10:38,51.10,51.15,44.00,44.55,25150,0,4
2025-07-24 10:39,44.15,47.95,43.45,47.65,25150,0,4
2025-07-24 10:40,47.65,47.65,46.05,46.55,25150,0,4
2025-07-24 10:41,46.50,46.50,41.40,41.85,25150,0,4
2025-07-24 10:42,42.05,43.90,41.35,42.60,25150,0,4
2025-07-24 10:43,42.50,43.35,41.80,42.70,25150,0,4
2025-07-24 10:44,42.95,44.85,42.70,44.05,25150,0,4
2025-07-24 10:45,44.10,49.60,44.05,47.75,25150,0,4
2025-07-24 10:46,47.70,48.50,42.70,44.75,25150,0,4
2025-07-24 10:47,44.00,46.50,43.55,45.90,25150,0,4
2025-07-24 10:48,45.90,47.85,45.85,46.10,25150,0,4
2025-07-24 10:49,45.60,46.60,44.00,45.05,25150,0,4
