DateTime,Open,High,Low,Close
2024-10-25 09:30,24433.35,24433.35,24400.65,24404.15
2024-10-25 09:31,24402.50,24403.15,24357.00,24382.20
2024-10-25 09:32,24384.30,24399.10,24369.85,24394.10
2024-10-25 09:33,24394.55,24407.95,24388.55,24389.75
2024-10-25 09:34,24390.00,24390.00,24371.85,24373.30
2024-10-25 09:35,24372.55,24379.45,24360.45,24375.70
2024-10-25 09:36,24376.35,24381.90,24364.85,24364.85
2024-10-25 09:37,24363.85,24363.85,24339.25,24342.80
2024-10-25 09:38,24343.60,24344.85,24336.80,24344.70
2024-10-25 09:39,24343.45,24344.05,24328.10,24329.05
2024-10-25 09:40,24328.40,24330.80,24317.30,24323.25
2024-10-25 09:41,24323.55,24340.00,24320.15,24338.30
2024-10-25 09:42,24336.60,24337.50,24325.90,24333.85
2024-10-25 09:43,24332.20,24337.80,24313.20,24313.20
2024-10-25 09:44,24312.85,24333.40,24312.85,24333.30
2024-10-25 09:45,24333.45,24369.15,24321.85,24367.15
2024-10-25 09:46,24363.90,24367.10,24331.00,24331.85
2024-10-25 09:47,24333.55,24333.85,24317.95,24321.25
2024-10-25 09:48,24320.55,24321.80,24306.60,24310.90
2024-10-25 09:49,24310.80,24315.55,24301.05,24304.95
2024-10-25 09:50,24305.55,24308.95,24288.95,24291.90
2024-10-25 09:51,24291.05,24323.70,24283.45,24311.30
2024-10-25 09:52,24310.30,24312.25,24288.60,24293.45
2024-10-25 09:53,24293.55,24293.55,24276.70,24280.50
2024-10-25 09:54,24281.80,24290.95,24277.15,24277.80
2024-10-25 09:55,24278.05,24283.65,24269.45,24282.40
2024-10-25 09:56,24282.45,24296.35,24275.30,24281.00
2024-10-25 09:57,24281.90,24293.70,24271.55,24273.15
2024-10-25 09:58,24272.95,24274.05,24250.20,24250.20
2024-10-25 09:59,24250.70,24261.70,24249.10,24251.70
2024-10-25 10:00,24250.85,24262.20,24250.85,24255.35
2024-10-25 10:01,24255.15,24268.85,24245.20,24252.20
2024-10-25 10:02,24252.30,24258.95,24249.05,24256.35
2024-10-25 10:03,24256.15,24262.20,24251.95,24257.10
2024-10-25 10:04,24255.20,24262.60,24251.25,24256.55
2024-10-25 10:05,24255.70,24277.20,24255.70,24270.40
2024-10-25 10:06,24269.80,24270.55,24254.85,24257.45
2024-10-25 10:07,24257.65,24258.65,24243.70,24245.10
2024-10-25 10:08,24244.85,24252.25,24240.30,24242.00
2024-10-25 10:09,24239.65,24246.65,24238.65,24239.80
2024-10-25 10:10,24239.70,24250.25,24239.70,24244.55
2024-10-25 10:11,24243.60,24246.20,24235.55,24242.20
2024-10-25 10:12,24244.70,24253.95,24241.75,24245.20
2024-10-25 10:13,24245.40,24245.70,24236.20,24236.40
